Idade,Renda,Tempo_Cliente,Interacoes,Compra
25,7043,3,6,1
52,6227,8,14,1
58,8139,1,15,1
33,3112,4,13,0
33,4147,2,47,0
59,12309,9,37,0
23,7048,7,21,1
37,4947,6,41,0
69,6572,4,22,0
69,11689,1,21,0
28,7051,9,18,0
25,12223,3,0,1
37,10141,3,34,0
49,5529,6,44,1
50,9817,6,21,1
23,8475,4,31,0
45,1404,5,17,1
25,6755,5,34,1
31,13061,6,34,0
20,9334,3,14,0
19,4720,9,38,0
39,3806,7,32,0
50,1287,4,42,0
60,5167,3,26,1
38,13694,7,43,1
23,2818,5,4,1
57,5649,2,5,1
24,6383,6,7,0
23,12484,3,26,0
67,9970,7,36,0
61,2940,5,37,1
25,2067,7,34,1
41,1989,4,7,0
44,9480,1,16,1
68,8746,1,29,1
45,7143,7,21,0
22,13086,9,39,1
36,14068,6,20,1
26,4107,3,25,1
42,12862,9,45,1
61,5633,9,20,0
64,13745,1,17,1
62,8461,5,13,1
30,6219,3,41,0
54,2174,9,41,0
19,10351,7,39,0
68,10997,4,14,0
57,14686,5,2,1
31,4537,9,30,0
48,8591,4,5,1
23,8780,7,16,1
42,12757,5,1,1
56,2688,1,4,1
63,12219,1,23,1
48,7552,6,29,1
55,14328,2,39,1
33,1643,5,34,0
44,5346,2,46,1
47,14908,1,45,1
21,6843,8,33,0
56,9044,4,36,0
33,5974,5,14,0
53,13392,6,33,1
24,14922,6,18,0
38,3619,4,48,0
19,10814,2,7,1
25,11708,2,13,1
59,1554,1,37,0
44,7069,5,48,1
19,2843,6,11,0
23,1532,2,32,0
21,8831,3,32,0
38,4492,3,18,1
18,1633,7,20,0
55,10169,8,49,0
29,13791,2,14,1
44,6803,5,49,1
31,4282,7,18,0
32,3180,8,31,0
41,1956,3,13,0
35,2323,6,30,0
34,9410,9,19,0
26,12653,4,33,0
64,4056,6,19,0
35,10549,4,40,0
35,5482,5,9,1
22,12840,3,6,1
65,3718,4,2,1
26,14238,3,22,1
52,4372,4,9,1
61,5209,6,34,0
63,4657,2,16,1
18,3870,1,20,1
58,9251,8,29,0
26,1926,3,2,1
49,4837,4,1,1
37,5850,4,24,1
30,7258,4,4,1
57,13240,8,6,1
28,9486,4,0,1
63,10595,3,31,1
65,1615,6,32,0
60,2583,2,36,0
68,11319,9,11,1
59,10242,5,2,1
43,4855,7,18,1
57,4507,1,48,0
28,6352,2,23,0
42,5349,3,22,1
57,6484,4,22,1
42,6507,3,37,0
37,9538,2,7,1
59,12701,6,23,0
66,6256,1,48,0
28,4224,8,9,0
61,13631,1,43,1
27,3105,2,3,1
69,1219,3,12,1
66,6137,4,27,0
20,14129,5,23,1
56,2200,4,26,0
44,6675,6,31,1
52,6613,3,41,0
66,5581,8,17,1
57,6834,2,5,1
48,10165,9,28,0
38,7053,7,46,0
39,1704,8,26,0
36,5944,6,42,0
31,14296,5,26,1
54,5048,5,34,0
68,13927,7,40,1
62,11845,4,0,1
67,4561,1,3,1
40,14101,6,31,1
43,10952,5,47,0
60,7401,7,30,0
61,3929,1,4,1
57,3451,7,48,0
29,2247,2,41,0
18,1770,7,2,0
67,3595,2,12,0
51,5356,3,49,1
61,6890,7,12,1
36,14058,2,21,1
40,4427,4,47,1
24,3373,9,20,0
24,12238,6,18,1
18,13515,8,14,1
35,11839,9,46,0
25,9063,9,15,1
42,4374,7,5,1
59,12556,2,21,1
46,1007,6,16,0
40,5709,8,43,0
46,7768,4,44,0
18,7351,9,4,1
32,12626,8,7,1
32,9141,1,32,0
45,2068,8,46,0
53,9713,9,1,0
59,7485,1,18,1
57,11471,9,4,1
49,6864,1,5,1
63,6598,7,35,1
30,11154,2,19,0
38,6462,4,41,0
66,7312,8,22,0
56,3315,8,1,0
55,9940,7,20,1
26,14575,4,17,1
37,10083,4,9,1
37,12564,6,28,1
25,9791,5,32,0
31,11905,9,8,1
37,11581,5,22,1
52,13394,6,19,1
62,4800,8,35,0
38,13446,4,42,1
58,4895,2,18,0
58,4425,2,8,0
39,12812,5,43,1
60,11698,2,39,1
23,7215,2,41,1
61,3680,4,46,0
44,8339,7,32,0
21,5322,1,3,1
21,11968,5,15,1
45,5702,3,15,1
44,4248,3,3,1
34,11838,8,47,1
56,9293,4,20,1
55,12587,6,39,1
69,10571,1,30,0
46,5038,2,24,0
57,10342,8,16,1
24,10609,6,9,1
25,11821,8,35,0
58,1259,7,34,1
50,1276,6,6,0
49,10001,3,14,0
52,5691,5,10,1
35,5560,7,33,0
68,8539,4,9,1
60,11373,6,3,1
33,4326,1,7,1
35,14834,2,16,1
55,3934,8,48,0
42,11312,6,28,1
51,4358,6,30,0
21,12934,8,32,1
22,13458,8,25,1
31,8729,1,5,1
18,13534,9,47,0
39,9545,4,20,1
63,12983,2,8,1
38,3159,3,16,0
30,3763,7,39,0
65,13748,9,7,0
53,13195,7,2,1
46,4276,1,7,1
55,7209,6,24,1
26,14680,6,25,1
50,13046,5,32,1
39,1460,1,1,0
34,9737,5,33,1
40,6593,5,34,1
53,5805,8,6,1
23,5139,5,25,1
65,8840,5,20,1
56,2358,9,34,0
46,12618,6,36,1
44,6467,9,47,0
22,12653,9,10,1
26,4556,4,6,1
41,10477,3,35,0
36,13362,7,13,1
50,10741,4,2,1
47,9148,6,30,0
57,13755,6,12,1
69,9196,8,9,1
21,2210,9,49,0
49,14512,7,33,1
66,12741,6,23,1
18,14801,1,35,0
51,12562,4,35,1
38,11725,2,13,1
48,10140,6,38,1
31,7394,2,26,1
43,13954,5,32,1
39,8543,7,37,0
51,5164,6,2,1
50,9183,4,26,1
30,6368,5,35,1
49,1231,6,31,0
25,4534,8,27,0
39,2646,4,14,0
58,11568,6,28,1
37,1792,9,16,1
38,6255,9,9,0
51,10805,9,43,0
66,3790,4,16,0
47,5862,7,24,0
23,10887,6,39,1
52,7622,4,44,0
44,14372,8,46,1
37,9278,7,9,1
66,3027,9,48,0
55,8680,9,15,1
57,14470,6,4,1
31,3446,6,39,0
27,7889,9,29,0
69,6701,8,31,1
59,2423,8,17,0
32,7507,6,11,1
57,1080,3,26,1
60,11953,2,44,1
65,11332,4,27,0
20,12113,5,19,1
32,9263,2,31,1
62,2080,9,43,0
48,14834,6,22,0
28,3554,1,2,0
63,10873,3,2,1
56,6548,1,18,1
36,1719,4,41,0
32,10818,9,38,0
55,11699,4,16,1
37,7764,7,31,1
39,4354,8,30,0
24,11444,8,45,0
31,12215,9,8,1
21,13384,1,34,1
26,6579,7,16,1
56,1264,5,15,0
42,9460,9,39,0
64,10132,5,15,1
52,1263,2,21,0
54,4697,5,28,0
66,7967,9,10,0
44,12255,1,9,1
45,4802,7,48,1
41,13008,3,34,0
50,10824,4,4,1
50,5102,4,43,0
33,12852,2,15,1
40,1398,3,12,0
63,9375,3,6,1
28,11855,7,24,1
63,8251,8,33,0
57,7583,8,23,1
36,3852,9,49,1
51,4647,2,2,0
40,14840,8,2,1
27,13380,6,34,1
54,6709,4,35,1
64,3408,4,43,0
18,9302,9,20,0
19,6461,4,46,0
68,5403,2,32,1
39,13704,5,22,1
34,5172,2,36,1
64,7889,5,18,1
41,1606,7,21,1
67,12531,2,11,1
38,12615,9,33,0
57,10261,1,44,1
46,2349,9,45,0
31,8626,4,14,0
25,12645,3,11,1
47,7358,3,45,0
39,12078,9,12,1
40,9632,7,35,0
57,5883,2,23,0
68,9771,3,5,0
30,2323,1,21,0
45,2309,5,36,1
47,8576,5,12,0
22,11014,9,10,1
27,13926,3,48,1
56,12731,6,30,1
26,3541,9,37,0
31,10960,3,42,0
55,9717,7,35,1
27,10829,2,18,1
50,3198,6,33,0
28,11052,7,24,0
57,7835,8,22,0
23,14178,2,9,1
34,8122,1,16,0
53,2201,8,26,0
23,11964,7,6,1
64,2568,8,27,0
27,4027,3,48,0
66,1008,7,13,1
59,6470,7,14,0
22,7919,4,24,0
36,1202,9,3,1
24,11502,5,24,0
41,14460,8,13,1
68,4056,5,41,0
59,14403,2,44,0
36,13852,2,43,1
28,13814,5,8,1
20,6575,4,16,1
47,4635,9,30,0
60,4531,5,17,1
55,12716,2,14,1
23,8367,7,32,1
64,9141,9,13,0
52,8555,1,37,1
39,2614,6,5,1
28,14267,8,25,0
25,1661,3,31,0
44,11217,4,18,1
46,14744,4,22,1
25,13835,6,49,0
40,1093,9,25,0
46,10056,9,41,0
33,8358,9,10,1
52,7619,8,12,1
25,13453,6,20,1
25,2063,3,48,0
62,10279,6,41,1
50,6571,6,22,0
59,12959,4,34,1
22,6761,4,29,1
54,4044,7,38,0
34,6870,2,14,0
39,11686,2,2,0
31,5370,9,7,0
55,8245,4,41,0
49,3172,3,47,0
31,9712,2,46,0
61,6408,8,45,0
37,6246,1,41,0
39,7359,1,37,1
47,13092,5,48,0
50,2129,8,6,0
22,3772,4,22,1
35,14867,8,48,0
63,4648,9,34,0
24,11836,1,18,1
46,7200,5,2,1
64,7887,6,42,0
26,4351,7,10,0
64,1613,9,40,0
65,5267,3,19,1
58,8272,3,44,0
24,9197,8,33,0
24,5034,2,41,0
66,14345,6,20,1
60,3968,5,16,1
23,9730,2,30,0
63,8697,2,29,1
64,12893,1,15,1
57,3519,2,35,0
44,10823,2,36,1
21,12988,6,7,1
18,10470,2,23,1
23,1555,3,24,0
48,12105,4,8,1
18,13892,3,21,0
22,5342,1,38,0
36,7916,3,31,0
22,9508,9,40,0
22,6370,6,8,1
66,9945,3,45,0
48,4717,2,33,0
61,12338,9,18,1
24,6926,6,20,1
32,3287,2,39,1
68,5231,9,26,0
30,3274,6,26,1
29,9650,2,21,1
36,6715,7,4,1
30,12131,2,10,0
44,4829,7,40,0
55,12178,6,34,1
50,2109,7,19,1
23,3984,6,3,1
30,8627,4,22,0
30,14423,1,16,0
30,5164,4,3,1
37,2385,1,47,0
53,11209,6,27,1
54,13573,5,9,1
62,6562,4,10,1
26,7294,8,6,1
34,6603,2,0,1
52,13728,7,33,1
69,14208,6,32,0
35,14487,5,33,1
42,2733,8,16,0
32,2577,1,40,0
40,7740,9,35,0
18,9006,9,20,0
58,1740,8,27,0
55,11924,9,15,1
35,11792,5,15,0
18,14000,2,27,1
56,11046,4,42,0
27,3478,2,43,0
48,14662,2,28,1
55,3963,5,1,0
24,4291,1,15,0
55,10362,5,48,0
25,11816,1,18,1
51,14916,3,40,1
26,3249,7,26,0
42,11019,8,38,0
44,4793,1,1,1
58,3460,9,17,1
24,5315,6,22,1
49,7955,9,11,0
26,8550,2,25,1
34,12166,2,49,0
52,12813,6,29,0
65,1616,1,13,1
33,13538,2,14,1
19,2985,5,0,0
60,4349,6,16,0
48,3796,5,7,1
33,9906,3,30,1
64,12317,6,25,1
50,11677,9,17,0
38,12474,4,13,1
34,9709,3,11,1
52,12464,7,48,1
68,2981,8,48,1
69,14163,8,45,0
24,7940,9,5,0
46,4114,7,48,0
28,9898,6,20,0
47,14297,5,21,1
35,3295,5,17,0
63,14676,1,12,1
33,6437,7,38,0
23,9972,6,1,1
19,6678,7,23,1
60,13475,9,32,1
60,9462,9,20,1
27,4652,2,26,1
21,14569,3,35,1
66,13913,9,38,1
27,6925,3,18,0
26,6361,4,16,0
62,7237,5,43,0
60,14275,6,19,1
59,13582,2,24,1
41,7623,6,15,1
22,13028,3,29,1
52,14049,7,33,0
21,6523,9,38,0
52,3466,5,45,0
59,11655,8,20,1
30,14874,6,12,1
54,4207,8,0,0
49,11900,4,9,1
62,3710,7,10,1
18,13210,9,36,1
28,5954,7,40,0
43,2529,2,32,0
20,1179,5,17,0
66,3695,9,49,0
68,9802,1,26,1
30,5420,4,22,0
49,13064,9,41,0
65,13477,9,37,1
67,1960,5,30,0
40,8358,1,9,1
69,3775,9,25,0
40,10504,1,14,1
68,12429,5,49,1
47,2281,3,18,1
23,13523,1,41,1
24,8888,4,43,1
64,2417,1,38,0
47,1740,1,49,0
54,12748,6,7,1
65,7721,7,8,0
49,5555,4,17,0
23,12748,7,44,0
52,11973,3,25,1
49,4086,4,3,1
29,1470,5,49,0
21,8027,3,45,0
49,11193,6,38,1
52,14116,1,13,1
65,11910,2,31,0
33,12508,7,36,0
68,13538,5,40,0
32,2189,5,48,0
58,6788,7,27,1
69,4575,5,30,1
19,10421,4,31,0
23,2144,7,33,1
31,9874,7,21,0
58,14945,5,34,1
46,13566,8,12,1
59,12800,9,8,1
43,6096,5,38,0
35,2509,1,19,0
64,4739,4,5,0
21,12874,8,19,1
54,4933,7,23,1
55,6627,9,48,0
42,14530,2,21,1
64,8367,3,23,1
69,9047,8,22,1
46,9274,7,20,1
51,4968,7,15,0
33,14164,9,26,1
54,1875,7,24,0
47,14587,9,44,1
40,9413,2,34,1
53,9184,9,42,1
45,2564,5,27,0
18,1647,4,23,0
25,12325,4,33,1
59,2189,6,9,1
32,11370,2,34,0
51,2794,9,23,1
36,6430,4,13,0
61,11445,3,33,0
47,6115,6,36,0
27,14611,3,47,1
61,12435,6,43,1
44,12120,1,43,1
37,3216,4,38,0
42,1154,6,29,0
26,2115,3,41,0
57,10371,3,41,0
51,13292,7,45,1
38,11922,7,32,1
41,13287,5,4,1
24,8358,1,11,1
21,14862,8,48,1
68,7718,3,15,1
25,3824,1,22,0
30,6203,1,16,0
38,4548,9,0,1
52,14166,9,41,0
22,10244,8,5,1
69,14723,4,27,1
25,10610,9,4,1
19,13130,3,40,1
41,7614,3,8,0
59,13508,8,0,1
33,14070,9,47,1
21,8888,2,2,1
47,2175,6,29,1
63,3082,3,40,0
47,14587,2,20,0
52,5921,7,40,0
59,10150,8,16,0
30,11851,4,3,1
54,7858,4,46,1
66,10974,7,32,1
66,4293,9,46,0
28,9891,8,39,0
36,8590,1,29,1
35,7547,1,44,1
34,6717,5,27,0
28,2623,2,23,0
32,5543,9,41,0
25,9845,8,22,1
61,14475,8,16,1
46,5236,2,42,0
34,5352,2,42,0
43,3550,6,27,0
22,11609,4,35,1
21,4674,9,32,0
41,2292,4,33,0
28,14474,8,13,1
47,9071,6,33,1
57,2553,4,27,0
65,5769,7,1,1
65,12315,4,14,1
52,13613,1,21,1
61,10273,1,30,1
62,9474,8,13,1
50,4729,7,18,1
53,10272,9,33,0
38,13667,5,30,1
55,5977,6,36,0
22,6823,8,8,1
22,1590,3,20,0
38,13950,3,31,1
42,5922,1,19,1
27,4778,2,37,1
36,10720,2,37,1
49,5373,7,45,0
35,6553,8,4,1
51,3454,1,7,0
65,1083,1,22,0
32,7579,5,17,1
41,6894,1,5,0
22,11384,2,9,1
49,2926,3,10,1
26,9140,1,25,0
22,13200,9,4,0
22,1744,4,1,0
58,9342,6,48,1
58,13836,6,45,0
51,3883,3,0,1
24,3248,8,33,0
43,14765,6,33,1
18,13796,6,43,0
69,9553,1,9,1
51,2215,7,40,0
43,5625,4,39,0
49,5258,8,1,1
29,3326,3,2,1
23,13499,4,30,0
37,2158,1,30,0
36,8868,1,20,0
33,14131,3,26,1
21,13795,9,21,1
49,1944,6,17,1
35,6113,2,40,1
22,5850,2,47,0
67,5803,7,46,0
23,13020,5,5,1
31,10601,3,15,1
69,3937,4,45,0
66,4758,1,39,1
35,5554,3,31,1
27,14111,4,35,1
40,10229,9,1,1
68,12418,5,0,1
35,13163,8,32,0
21,9807,5,18,1
69,12987,5,10,1
49,8297,8,29,1
64,1003,3,28,1
23,12415,5,10,1
43,5754,5,14,1
23,13477,1,26,1
52,6063,3,29,0
58,12944,4,34,1
60,12867,6,26,1
22,2612,6,21,1
31,13365,5,17,1
19,5529,2,27,0
68,5721,4,25,1
57,9403,5,37,0
30,3240,7,22,0
68,14899,6,28,1
22,5322,2,3,1
64,9531,8,45,0
53,6963,8,39,0
53,8153,4,30,0
67,12403,1,28,1
36,9870,3,26,0
37,3460,9,39,0
39,13473,6,43,0
48,5418,1,17,1
58,14126,3,11,1
64,12478,8,16,1
61,13876,2,44,1
21,3556,9,7,1
20,5170,9,7,1
54,8795,4,7,1
42,3387,4,29,0
66,4632,5,1,1
54,3366,8,12,0
21,11478,4,35,0
56,11749,9,37,1
24,1794,3,37,0
24,11693,9,5,0
66,4781,1,3,1
42,6992,8,25,1
32,8225,7,33,0
24,10849,8,30,0
64,4705,2,36,0
69,8432,7,10,1
21,9916,4,2,1
51,1977,1,2,0
62,10088,3,0,1
61,13529,5,46,1
59,1075,4,45,0
36,13635,8,5,0
64,4602,2,21,0
66,2657,8,10,1
55,6005,5,25,0
44,6849,2,41,1
22,2871,8,22,0
30,10723,1,37,1
63,12935,5,5,1
31,5869,1,37,0
47,5208,1,30,0
64,1349,2,46,0
65,5860,8,21,1
27,14078,4,2,1
49,4090,5,25,0
18,6848,1,1,0
41,3264,9,21,0
46,2523,5,27,0
60,1641,2,14,1
24,9905,7,5,1
48,9190,6,31,1
34,4496,4,20,0
47,6812,8,24,1
42,13698,9,20,1
45,11750,7,18,1
53,13395,6,11,1
24,2927,7,9,0
52,9480,5,37,0
37,6546,3,45,0
31,11962,7,24,0
67,7045,4,15,1
67,7433,8,44,0
47,14645,5,38,1
18,6987,5,27,1
55,7163,5,21,1
58,7461,6,1,1
42,12726,4,12,1
51,11241,2,32,1
25,7359,6,1,1
37,2623,1,9,0
47,1252,4,45,0
21,11462,6,35,0
38,12471,1,8,1
44,13917,6,19,1
27,7211,6,23,0
40,4662,3,38,0
50,7482,1,10,1
28,6778,3,9,0
58,1367,1,23,1
36,14803,8,14,0
28,10762,7,22,1
21,3030,3,4,0
40,12262,8,39,1
22,13646,4,41,1
66,14945,2,48,1
67,13700,6,14,0
22,11638,9,0,1
35,13831,7,41,0
34,3700,5,1,1
20,8558,3,36,1
60,13153,5,23,1
66,11037,7,11,1
25,5623,3,15,0
57,4337,2,35,0
40,3296,6,10,1
40,11423,8,43,0
19,12457,7,40,0
56,8845,4,13,1
38,9244,4,28,1
69,11321,4,35,1
41,10761,5,1,1
55,13116,7,34,1
37,6204,9,31,0
67,2408,8,41,0
56,1718,1,23,0
67,7857,8,26,1
44,1570,1,21,1
61,8010,5,25,1
56,2048,9,35,0
24,4999,4,47,0
50,6662,6,13,1
46,4964,1,18,0
27,4074,1,0,0
27,1853,6,33,0
29,11853,7,0,0
20,5289,7,39,0
20,6846,8,4,0
30,8015,1,13,1
62,1829,4,26,1
48,1692,2,1,1
44,6975,3,46,0
23,6496,1,21,1
44,4616,6,29,1
52,8920,7,10,1
64,4162,4,14,1
26,3700,9,36,0
23,7628,4,16,1
23,2574,5,38,0
57,3152,1,35,0
43,8192,5,49,1
60,7637,3,0,1
36,14586,3,15,1
33,6568,7,0,1
58,11338,3,18,1
40,2551,4,47,0
28,5679,4,8,0
33,13486,3,34,1
46,2620,8,18,0
55,5042,1,33,1
66,4801,9,8,0
65,12195,5,33,1
37,12726,4,41,0
38,13984,7,12,1
45,12436,8,13,1
67,9627,8,32,1
50,14573,6,23,1
67,2467,8,45,0
57,4364,1,34,1
43,2845,4,14,1
27,2534,8,16,0
51,2490,7,48,1
26,5270,3,20,1
53,7484,3,2,1
28,12940,2,0,0
27,10213,9,13,0
63,4818,4,28,0
24,8633,3,45,1
68,1169,7,6,1
55,5835,9,39,0
33,1700,3,16,0
68,7130,4,24,0
43,5541,2,40,1
49,1950,9,46,0
48,14220,2,42,1
68,10742,8,26,1
49,4045,7,10,1
62,13029,7,34,0
29,3618,8,10,0
44,4830,5,17,1
39,12201,6,19,1
32,1297,6,5,0
25,9051,8,46,0
21,1509,9,15,0
69,6893,4,46,1
25,14074,6,40,0
40,4749,9,39,0
33,11873,4,1,1
65,8118,8,24,0
51,2440,5,0,1
39,12623,6,47,0
66,6465,7,1,1
40,13980,9,6,1
22,8581,2,13,0
54,11365,4,17,1
61,6229,9,32,0
24,1448,2,28,1
54,14453,7,38,1
43,1633,1,0,1
45,11249,1,30,0
21,6886,5,44,1
66,2018,7,43,0
49,14328,8,37,1
55,9906,2,26,1
63,6609,3,26,1
26,6646,6,43,0
53,8115,4,44,1
43,12266,9,1,1
28,1917,5,19,0
37,10015,7,47,0
65,14498,9,16,1
65,7937,3,38,1
65,14926,1,38,1
55,14546,4,7,1
32,5273,5,45,1
52,3032,2,2,1
26,9790,9,0,0
50,14263,5,28,0
28,3364,5,48,0
39,11492,1,30,1
23,14503,1,6,1
54,1002,1,12,0
67,6277,7,39,0
38,6305,3,20,0
29,11183,5,30,0
24,7039,2,25,0
19,9004,2,29,1
56,11118,1,32,1
58,5146,8,33,1
41,7965,8,49,0
43,4762,5,1,1
42,3714,8,4,1
37,12019,2,46,1
57,3472,5,39,0
58,14686,9,45,1
59,8792,9,5,1
61,5215,2,27,0
19,1617,7,18,0
59,2393,2,22,0
52,3464,9,47,0
50,2802,1,32,0
34,9355,9,27,0
39,10848,4,13,1
18,11373,9,5,0
54,9826,7,18,1
47,14612,4,1,1
63,10147,7,6,0
23,11311,6,29,0
58,11598,6,33,0
31,5644,7,9,0
53,13388,4,35,1
50,14935,4,0,0
55,7031,4,45,0
56,1718,9,31,0
23,11164,8,26,0
43,4463,7,37,0
41,1994,5,12,1
50,5616,5,33,1
25,14588,9,43,0
61,1836,7,12,0
60,12538,5,25,1
51,11488,5,10,1
51,9703,1,0,1
41,11351,8,8,0
19,8759,3,41,0
25,2041,7,23,0
42,8627,1,33,1
47,12343,2,18,1
49,5802,6,6,1
47,13486,6,22,1
24,6235,6,4,1
65,9735,7,20,1
41,7366,2,34,0
26,14773,9,16,1
33,5183,2,1,1
19,12695,1,41,0
52,6792,9,27,0
51,10156,9,4,1
39,11567,7,10,1
36,2921,6,38,0
66,3869,1,7,0
69,10189,1,11,1
38,13585,1,13,0
29,9866,7,2,0
28,10078,7,14,0
69,3236,3,31,0
36,7514,9,18,1
23,5923,8,18,0
59,3297,6,6,0
31,11465,5,11,0
50,5219,2,6,1
64,3013,7,36,0
55,3352,8,35,1
30,5886,1,22,1
43,2859,5,33,0
31,5493,5,38,0
62,14589,6,1,1
41,8325,6,15,1
65,3050,8,1,1
18,3043,6,35,0
63,7474,6,16,0
62,13297,5,38,0
47,5674,8,28,0
27,3728,7,23,1
27,9111,8,26,0
45,6681,2,25,0
21,13484,7,6,1
31,1441,7,0,1
29,3062,5,14,1
55,6241,6,8,1
64,10775,9,45,1
54,9817,3,37,1
27,11755,7,12,0
58,12542,8,32,1
44,7976,3,29,0
59,12319,5,16,1
29,7113,9,17,0
39,10150,3,15,1
21,10230,3,21,1
46,8555,3,10,1
53,1090,5,14,0
62,3764,3,40,0
31,6878,6,26,0
29,2517,5,7,0
62,13526,7,3,1
37,9039,4,46,0
62,7047,3,31,1
40,7664,8,19,1
39,4812,1,37,0
51,10432,2,29,1
38,9376,9,6,0
68,9386,6,36,1
26,9207,7,4,1
27,4152,2,42,0
66,4674,2,41,0
27,6769,6,17,0
69,7836,8,23,1
62,7208,5,33,1
69,14426,2,0,1
47,12825,8,39,0
50,5380,6,22,1
19,9337,6,27,0
66,10631,4,41,0
49,13260,1,25,1
62,2898,9,3,0
34,4744,3,33,1
45,10685,8,29,1
62,2898,7,15,1
34,7410,2,17,0
68,14924,7,48,1
31,11899,7,31,0
69,14973,5,36,1
27,14023,3,12,1
51,6831,3,16,1
31,13686,4,13,1
34,7434,8,0,1
54,9271,8,38,0
39,13659,7,38,0
35,8787,6,18,1
52,6596,3,41,0
65,2185,9,32,0
68,6624,9,11,1
35,4059,1,9,1
69,12468,6,28,1
47,7967,7,26,0
54,12212,2,32,1
57,4934,9,15,1
23,14908,8,19,1
32,13337,4,13,1
52,2437,9,13,1
43,11360,9,13,1
58,6103,1,40,1
44,12928,1,11,1
47,9029,4,19,1
28,9649,7,5,1
69,3273,9,29,0
41,12523,5,36,1
31,6694,2,16,1
40,3325,7,30,0
26,8992,2,20,1
59,14276,4,5,1
64,6813,5,10,1
35,3051,8,43,0
68,8360,4,31,1
56,10982,2,25,1
36,4375,9,43,0
22,14206,6,3,1
35,1150,1,8,0
50,11245,4,43,0
61,9050,2,46,0
55,12716,7,1,1
30,11175,1,25,1
66,8382,9,27,1
26,2765,8,26,0
43,8494,4,8,1
18,12908,6,42,0
29,5000,8,33,0
41,10113,4,42,1
18,1954,2,26,0
21,1084,3,4,0
24,9609,6,42,0
69,13441,6,42,1
45,11953,2,36,1
54,9897,2,8,1
69,12533,4,5,1
22,6365,5,27,0
56,9564,7,6,1
49,2094,6,18,1
66,4273,4,48,0
48,8518,5,27,1
61,10095,8,26,1
32,5864,2,15,0
20,5316,6,26,0
66,2182,1,17,1
63,6327,6,43,0
64,11477,2,0,1
64,3898,8,43,0
32,10945,1,8,1
68,11941,2,12,1
60,5489,7,17,1
35,11001,8,41,0
38,14565,3,15,1
27,6092,9,19,0
38,11588,4,31,1
43,9513,8,33,0
58,2203,6,33,0
20,4671,5,0,0
18,14064,9,34,1
38,14674,2,0,1
28,8549,9,12,0
33,7971,5,27,0
52,9013,7,7,1
38,1125,7,2,1
58,6101,2,2,0
28,11613,8,1,1
48,14491,9,32,1
66,11954,9,44,0
18,7961,9,49,1
58,4690,7,33,0
49,4159,4,44,0
20,7142,5,26,1
49,4597,9,46,0
59,4314,9,18,1
22,3577,2,6,1
60,13364,5,33,1
54,5385,7,32,0
29,12090,6,33,1
31,4624,6,33,1
61,11358,1,16,1
68,2610,2,6,1
26,11110,7,48,0
24,6296,4,46,0
33,9409,8,46,1
45,5820,2,37,1
24,14192,8,40,0
31,3863,9,29,0
49,12275,1,36,1
25,5032,6,27,0
44,14424,4,23,1
67,4853,6,17,0
20,11559,8,20,1
44,11265,8,4,0
47,1390,8,35,0
51,13342,3,15,1
43,14902,4,12,1
54,14751,5,32,1
57,4997,6,39,0
68,5246,2,45,0
39,9654,9,12,0
49,6008,1,4,1
58,7017,8,49,0
19,10543,3,45,1
64,14509,5,27,1
25,10126,6,8,1
59,14815,7,26,1
24,10435,5,48,1
36,4375,5,45,0
50,1510,6,17,0
19,5868,1,45,1
20,12796,5,45,0
45,12953,6,14,1
31,13691,5,19,1
32,5065,4,1,1
38,4142,3,9,0
31,3909,8,47,0
57,6213,8,13,0
35,3766,7,15,0
66,13762,3,19,1
56,2608,3,39,0
37,2690,9,7,1
18,9961,3,16,1
26,1227,1,49,0
26,11586,7,28,0
60,8342,1,25,0
68,1807,9,32,0
55,7360,7,2,1
56,1547,3,6,0
46,13263,5,11,1
32,6516,7,19,1
37,11084,1,9,1
55,1723,7,42,0
58,12253,6,47,0
47,11513,4,38,0
64,1114,1,27,0
43,11442,7,46,0
23,7661,4,16,0
56,5035,6,37,0
34,10340,2,14,0
23,7451,2,7,1
45,14509,7,18,1
26,10934,1,19,1
44,8682,7,18,1
52,12152,2,19,1
63,12741,9,15,1
23,14182,7,39,1
21,5161,9,37,0
33,13495,9,8,1
40,9469,8,21,1
65,13912,2,14,1
40,1138,6,27,0
46,1675,4,3,1
58,8476,6,44,0
21,11571,4,13,1
57,14479,2,24,1
57,11786,7,42,1
41,10258,9,41,0
23,2836,5,37,0
57,12128,4,36,1
23,9872,7,8,1
31,12071,5,17,1
31,5366,8,27,0
67,3347,2,28,0
62,2065,4,36,0
64,13986,4,29,1
52,10812,7,39,0
23,8683,1,29,1
40,14638,3,27,1
37,13572,8,49,0
34,6032,4,37,0
37,7405,9,17,1
65,11150,1,30,1
23,6840,5,32,0
57,12235,1,45,1
45,4326,2,4,0
30,7224,2,17,1
46,5506,6,41,1
62,9921,6,33,1
37,5851,9,6,0
34,9049,3,21,1
52,8270,2,5,0
62,6663,3,42,1
56,10585,4,35,0
69,3902,6,45,0
54,1050,8,11,0
60,8405,3,30,0
40,9231,9,35,0
35,7022,5,28,0
53,9960,8,16,1
37,3968,5,48,0
24,7366,8,16,0
53,9709,2,7,0
59,9155,7,36,0
18,13894,2,9,1
66,13668,7,46,0
54,3019,9,37,0
66,7415,5,37,1
52,14710,3,13,1
58,8573,9,34,1
20,14127,2,19,1
52,11121,6,7,0
